rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3,English Opening-Bremen Variation-Reversed Sicilian
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 Bb4,English Opening-Bremen Variation-Reversed Sicilian-Kramnik-Shirov/Vienna Counterattack
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 d6 3 g3 Be6 4 Bg2 Nc6,English Opening-Bremen Variation-Reverced Sicilian-Troeger Defence
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 d6 3 g3 c6,English Opening-Bremen Variation-Reversed Sicilian-Keres Defence
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 d6 3 Nf3,English Opening-Bremen Variation-Reversed Sicilian-General Variation
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 d6 3 Nf3 Bg4,English Opening-Reversed Sicilian-General Variation-Smyslov Defence
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 Nc6,English Opening-Bremen Variation-Reversed Closed Sicilian
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 Nc6 3 e3 Nf6 4 b3 d6,English Opening-Bremen Variation-Reversed Closed Sicilian-Amsterdam Variation
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 Nc6 3 f4,English Opening-Bremen Variation-Reversed Closed Sicilian-Mazedonisch Variation
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 Nc6 3 g3,English Opening-Bremen Variation-Reversed Closed Sicilian-Carls Variation
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Be7,English Opening-Reversed Closed Sicilian-Carls Variation-Tröger Variation
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7,English Opening-Reversed Closed Sicilian-Carls Variation-Taimanov Variation
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 d3,English Opening-Carls Variation-Taimanov Variation-Closed System
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 d3 d6,English Opening-Taimanov Variation-Closed System-Full Symmetry
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,1 c4 e5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 d3 d6 6 e4,English Opening-Closed System-Full Symmetry-Botvinnik System
